TEMP,pvdd,Cqload,Lmin,Wmin,toxe_n,toxm_n,toxref_n,toxp_n,xj_n,ndep_n,toxe_p,toxm_p,toxref_p,toxp_p,xj_p,ndep_p,delay_nodea
46.31943036830701,0.8279883836760713,3.633044329246219,3.3866979516247316e-08,2.4187598956592585e-07,1.1073341075581908e-09,1.1769432186623463e-09,1.1527007112696948e-09,9.256034748175155e-10,1.0215218122836577e-08,3.8284735726314143e+18,1.1898025193175667e-09,1.1996649160977564e-09,1.174260917639184e-09,9.167681623956667e-10,1.0316743648505777e-08,3.110058408193846e+18,8.9577395e-12
14.319261619886774,0.9225459691778184,0.8892947610171952,3.522940579056675e-08,2.2803179023350593e-07,1.153640298414501e-09,1.1855226337250931e-09,1.0736696571571676e-09,9.41959355697935e-10,1.0057134208521984e-08,4.041484487720567e+18,1.1913900563949567e-09,1.180404838601765e-09,1.1572871984458943e-09,8.651502905542543e-10,1.0055180613032652e-08,3.102523721904068e+18,4.010346e-12
106.23708058989943,0.9661097144663412,2.474883222926393,3.304950158104395e-08,2.388559031158983e-07,1.1301108897317724e-09,1.131538035056524e-09,1.2348567399892615e-09,9.0485218989672e-10,1.0517441875018333e-08,4.1104956346873057e+18,1.2309981509005247e-09,1.1749736792678372e-09,1.2158878363976091e-09,8.801341134828824e-10,1.025260909287299e-08,3.0842616156128973e+18,5.316979e-12
78.64052841711373,0.98132805029428,2.2362747819976034,3.3665598018520616e-08,2.38740375794969e-07,1.2021376866250324e-09,1.236921325252676e-09,1.1159006106250167e-09,9.225506950097735e-10,9.501502588972744e-09,3.9863133236431575e+18,1.2199242569786163e-09,1.1984370207704784e-09,1.199195851186109e-09,8.793755031520718e-10,1.0167581981832324e-08,3.0715922252639805e+18,5.1733795e-12
97.16663016566308,0.9439413910683596,2.2711784260130203,3.3899697347117164e-08,2.346042950282431e-07,1.1121642643890139e-09,1.0842709614069703e-09,1.1439404451401975e-09,9.00225351266076e-10,9.648137561236021e-09,4.134162799048359e+18,1.2364229160618307e-09,1.245513717434658e-09,1.1973963219215951e-09,9.415658231313196e-10,1.0164930160502374e-08,3.0908381987871457e+18,5.6345125e-12
89.82506769226336,0.9485917328531506,0.6172031320788172,3.021108245991269e-08,2.446380492726448e-07,1.196496406424163e-09,1.1472577319954759e-09,1.1433972321190687e-09,8.809740674332595e-10,1.0026319591717e-08,3.803301443587506e+18,1.1371810489031363e-09,1.183177318440905e-09,1.2246568069873634e-09,9.257483719324505e-10,9.563819380493782e-09,3.1484050598401577e+18,2.160252e-12
-31.238427342955447,0.8345866646144553,2.8580990637721726,3.550988955437545e-08,2.3690351167966608e-07,1.1413121470974546e-09,1.1275450207437223e-09,1.1410180997177871e-09,8.87932557348356e-10,9.928808710911058e-09,4.152418092533281e+18,1.179304875105055e-09,1.2063581173313235e-09,1.1978349432382035e-09,9.40365270806105e-10,9.86272098390983e-09,2.980305008999116e+18,8.707116e-12
67.68344178220306,0.8838631486532363,2.4106669356354704,3.414802934741958e-08,2.417527695041298e-07,1.1621257146885283e-09,1.243524092846837e-09,1.1582388064624614e-09,8.836444067123455e-10,9.819773171589114e-09,4.058075693532247e+18,1.1854843169115422e-09,1.278901309155079e-09,1.2616153220688702e-09,9.35141463592087e-10,1.0020471070304872e-08,3.038311990461113e+18,6.3718595e-12
-13.67771643692759,0.9653840039510716,2.024443505181928,3.4130621552176296e-08,2.3520628630146366e-07,1.2209791018310002e-09,1.158132077576501e-09,1.2484619771468683e-09,8.793526478378783e-10,9.72431282556988e-09,4.185767846189887e+18,1.218824532997746e-09,1.2006229375253895e-09,1.2276193291971028e-09,9.179039422250841e-10,9.789905527158646e-09,3.0724211258569887e+18,5.1280104999999996e-12
90.5443353802316,0.8593509584728918,0.9726803349010644,3.307490331900984e-08,2.459094679504723e-07,1.2074411374567367e-09,1.1630713483323414e-09,1.2110420799264795e-09,8.644021529025075e-10,9.935480782198094e-09,4.2367072073302303e+18,1.2554623819819216e-09,1.2326786132741454e-09,1.2130476375953786e-09,9.133915032057545e-10,9.362837974721232e-09,2.934674694768777e+18,3.7565385000000004e-12
