Vin_A,Vin_B,Vin_C,TEMP,pvdd,Lmin,Wmin,toxe_n,toxm_n,toxref_n,toxp_n,xj_n,ndep_n,toxe_p,toxm_p,toxref_p,toxp_p,xj_p,ndep_p,Leakage_power
0.0,1.0,0.0,89.82506769226336,1.079020917447139,4.555400493276103e-08,2.600516975739193e-07,1.2312248637319072e-09,1.270021994810422e-09,1.2924870569439859e-09,1.0217154844958656e-09,1.3871668872064184e-08,3.418381936406849e+18,1.2784534664902495e-09,1.3123254261697806e-09,1.2994078069237971e-09,9.835426391832608e-10,1.4217269130270998e-08,2.419857923414266e+18,7.092751200300805e-09
0.0,1.0,1.0,89.82506769226336,1.079020917447139,4.555400493276103e-08,2.600516975739193e-07,1.2312248637319072e-09,1.270021994810422e-09,1.2924870569439859e-09,1.0217154844958656e-09,1.3871668872064184e-08,3.418381936406849e+18,1.2784534664902495e-09,1.3123254261697806e-09,1.2994078069237971e-09,9.835426391832608e-10,1.4217269130270998e-08,2.419857923414266e+18,1.324001859292019e-07
1.0,0.0,0.0,89.82506769226336,1.079020917447139,4.555400493276103e-08,2.600516975739193e-07,1.2312248637319072e-09,1.270021994810422e-09,1.2924870569439859e-09,1.0217154844958656e-09,1.3871668872064184e-08,3.418381936406849e+18,1.2784534664902495e-09,1.3123254261697806e-09,1.2994078069237971e-09,9.835426391832608e-10,1.4217269130270998e-08,2.419857923414266e+18,7.467902537255778e-09
1.0,0.0,1.0,89.82506769226336,1.079020917447139,4.555400493276103e-08,2.600516975739193e-07,1.2312248637319072e-09,1.270021994810422e-09,1.2924870569439859e-09,1.0217154844958656e-09,1.3871668872064184e-08,3.418381936406849e+18,1.2784534664902495e-09,1.3123254261697806e-09,1.2994078069237971e-09,9.835426391832608e-10,1.4217269130270998e-08,2.419857923414266e+18,6.086232293057559e-08
1.0,1.0,0.0,89.82506769226336,1.079020917447139,4.555400493276103e-08,2.600516975739193e-07,1.2312248637319072e-09,1.270021994810422e-09,1.2924870569439859e-09,1.0217154844958656e-09,1.3871668872064184e-08,3.418381936406849e+18,1.2784534664902495e-09,1.3123254261697806e-09,1.2994078069237971e-09,9.835426391832608e-10,1.4217269130270998e-08,2.419857923414266e+18,5.484837188496763e-08
1.0,1.0,1.0,89.82506769226336,1.079020917447139,4.555400493276103e-08,2.600516975739193e-07,1.2312248637319072e-09,1.270021994810422e-09,1.2924870569439859e-09,1.0217154844958656e-09,1.3871668872064184e-08,3.418381936406849e+18,1.2784534664902495e-09,1.3123254261697806e-09,1.2994078069237971e-09,9.835426391832608e-10,1.4217269130270998e-08,2.419857923414266e+18,2.1212869900586989e-07
0.0,0.0,0.0,-31.238427342955447,0.9834929125246176,4.6162993532746424e-08,2.3543279296275882e-07,1.3007048581919883e-09,1.285140993405254e-09,1.1720686430058852e-09,1.0145169782918494e-09,1.3723322350567829e-08,3.244230634908609e+18,1.2590310225061014e-09,1.3057617497213822e-09,1.2917981700151334e-09,1.0449395270703516e-09,1.3891994230447161e-08,2.420818707357389e+18,1.2501234969872443e-09
0.0,0.0,1.0,-31.238427342955447,0.9834929125246176,4.6162993532746424e-08,2.3543279296275882e-07,1.3007048581919883e-09,1.285140993405254e-09,1.1720686430058852e-09,1.0145169782918494e-09,1.3723322350567829e-08,3.244230634908609e+18,1.2590310225061014e-09,1.3057617497213822e-09,1.2917981700151334e-09,1.0449395270703516e-09,1.3891994230447161e-08,2.420818707357389e+18,2.1242108254572203e-09
0.0,1.0,0.0,-31.238427342955447,0.9834929125246176,4.6162993532746424e-08,2.3543279296275882e-07,1.3007048581919883e-09,1.285140993405254e-09,1.1720686430058852e-09,1.0145169782918494e-09,1.3723322350567829e-08,3.244230634908609e+18,1.2590310225061014e-09,1.3057617497213822e-09,1.2917981700151334e-09,1.0449395270703516e-09,1.3891994230447161e-08,2.420818707357389e+18,1.4916386178978912e-09
0.0,1.0,1.0,-31.238427342955447,0.9834929125246176,4.6162993532746424e-08,2.3543279296275882e-07,1.3007048581919883e-09,1.285140993405254e-09,1.1720686430058852e-09,1.0145169782918494e-09,1.3723322350567829e-08,3.244230634908609e+18,1.2590310225061014e-09,1.3057617497213822e-09,1.2917981700151334e-09,1.0449395270703516e-09,1.3891994230447161e-08,2.420818707357389e+18,9.643865098229273e-09
