TEMP,pvdd,Cqload,Lmin,Wmin,toxe_n,toxm_n,toxref_n,toxp_n,xj_n,ndep_n,toxe_p,toxm_p,toxref_p,toxp_p,xj_p,ndep_p,delay_nodea,delay_nodeb
46.31943036830701,0.9687923255240196,3.633044329246219,4.7672329922195654e-08,2.528510073928747e-07,9.399158036905526e-10,9.10111413532571e-10,9.33158938880273e-10,6.612132218550922e-10,1.2981198088339552e-08,6.786454234536645e+18,9.672417044746546e-10,9.794046899442856e-10,9.033880600884894e-10,6.5674502672597e-10,1.429039793063562e-08,2.842206218855075e+18,-4.863029000000001e-10,-4.88602005e-10
14.319261619886774,1.0841825898841913,0.8892947610171952,4.912293497099062e-08,2.5108740729759123e-07,8.98709758990639e-10,9.167539948402961e-10,8.80811267039111e-10,6.171867583725021e-10,1.3643442207134862e-08,6.881843060976781e+18,8.759149852408922e-10,9.717460488973654e-10,9.229568573463415e-10,6.613498384823376e-10,1.4417290784598914e-08,2.8253846324234614e+18,-4.90808583e-10,-4.930584085e-10
106.23708058989943,0.9065206651056807,2.474883222926393,4.4810181890736344e-08,2.579574456125698e-07,9.249987319564285e-10,8.910546368443418e-10,9.15315484693002e-10,6.496764363121083e-10,1.5716950511417528e-08,6.752083918476458e+18,9.042080384125201e-10,9.274590811669207e-10,9.085815642525405e-10,6.54568024450844e-10,1.3481326842927446e-08,2.7959133413644e+18,-4.8968889e-10,-4.91682876e-10
78.64052841711373,0.9888928633409068,2.2362747819976034,4.7695253095601574e-08,2.392915443883272e-07,8.52571300440981e-10,8.742048129611353e-10,8.541005948280106e-10,6.375231444740014e-10,1.4364776980372025e-08,6.310092966536863e+18,9.087065948406292e-10,8.965047290780394e-10,9.435532038903763e-10,6.498631202144976e-10,1.4020566669492889e-08,2.8470280528889446e+18,-4.884871e-10,-4.90731893e-10
97.16663016566308,1.066959914298859,2.2711784260130203,4.5971040131748664e-08,2.60605786628626e-07,9.351422979908168e-10,9.35454047659375e-10,9.104480247187359e-10,6.691565528621336e-10,1.4305775311561132e-08,6.605972342166029e+18,9.193243431660233e-10,1.004173169886205e-09,9.270612373571664e-10,6.509246217163152e-10,1.4432910430689892e-08,2.854839915980546e+18,-4.90104225e-10,-4.920509175e-10
89.82506769226336,0.925542245145072,0.6172031320788172,4.634444092642543e-08,2.675176246166146e-07,8.950681061327474e-10,9.218122770767639e-10,8.654394037015608e-10,6.607701556090196e-10,1.4239740792866357e-08,6.47121844166368e+18,9.24015719783654e-10,8.971088731986664e-10,9.091189243484037e-10,6.153281232227287e-10,1.4571500775251708e-08,2.875159814628535e+18,-4.92104419e-10,-4.941430205e-10
-31.238427342955447,1.002837792790468,2.8580990637721726,4.5701914522200835e-08,2.502968813223299e-07,8.804487763829583e-10,8.341896612214741e-10,8.86944580129549e-10,6.4607794198884e-10,1.4172578934593597e-08,6.513800581473408e+18,9.152299067903861e-10,9.512300702905101e-10,8.699593921745534e-10,6.425833721548139e-10,1.4680030377252648e-08,2.825930997929353e+18,-4.8891788e-10,-4.909226225e-10
67.68344178220306,1.0240289228632464,2.4106669356354704,4.38079005720539e-08,2.5457659834710583e-07,9.340078538536274e-10,9.42787099144664e-10,8.992476913903731e-10,6.650555528761614e-10,1.4034392166905006e-08,6.552773694658398e+18,9.37635763913759e-10,9.45202501338478e-10,8.654289037148043e-10,6.550882584323798e-10,1.2803833062868949e-08,2.769323222510971e+18,-4.90855588e-10,-4.926045980000001e-10
-13.67771643692759,0.9065301873447184,2.024443505181928,5.0576374810551155e-08,2.563809508479647e-07,9.578024766674728e-10,9.177679741164607e-10,9.409355062211492e-10,6.623424939814201e-10,1.3243708763089946e-08,6.398566386464901e+18,9.164448210907946e-10,9.254803111349499e-10,9.401479485525527e-10,6.63947318182045e-10,1.4073737105609174e-08,2.7699789259205074e+18,-4.8699762e-10,-4.89710515e-10
90.5443353802316,0.9278097457037684,0.9726803349010644,4.90606238903179e-08,2.454760505684355e-07,9.242219695954611e-10,9.60525777413427e-10,8.878931419916051e-10,6.636350996277711e-10,1.3126127612204892e-08,6.543372271344641e+18,9.119732419071793e-10,9.064789158895067e-10,8.746155063623962e-10,6.333463002901478e-10,1.4490785437422562e-08,2.8365223989732383e+18,-4.8995789e-10,-4.92377612e-10
-46.203612608794494,1.0251212063472424,2.195504185698151,4.6573493033138666e-08,2.499146852746328e-07,9.653957751405772e-10,8.753296263929257e-10,8.595477691706772e-10,6.37325826079209e-10,1.3613019971172951e-08,6.326812888004931e+18,9.287769910703279e-10,9.461569202160446e-10,8.98697901296877e-10,6.711411731007508e-10,1.4158935175995049e-08,2.672745104078768e+18,-4.895689899999999e-10,-4.916258185000001e-10
57.58646204442496,0.9291706674567626,3.155036960169572,5.025767226925619e-08,2.514647542570668e-07,9.004443975259858e-10,9.318692053776732e-10,9.300134460502795e-10,6.35887188890263e-10,1.3447403729678889e-08,6.218418797415565e+18,9.436244312162882e-10,9.208724616394461e-10,9.219297329505347e-10,6.580575283081326e-10,1.4398255644105918e-08,2.7245991651629783e+18,-4.8505882e-10,-4.87742785e-10
-26.674991593897754,1.0622358565980443,3.462547457341737,4.81320347766768e-08,2.5820232647536176e-07,8.814651657759453e-10,8.97985018814661e-10,8.801581924527636e-10,6.361413794109021e-10,1.4722119486700474e-08,6.335928669731769e+18,9.503909015280391e-10,9.787912840106063e-10,9.054496002266551e-10,6.69923336925698e-10,1.4432346346281984e-08,3.019750541466974e+18,-4.8688391e-10,-4.8911941e-10
49.78119942979028,1.0704456316578148,0.1931641072651303,4.075724850278593e-08,2.4967389619793385e-07,8.73365198522676e-10,8.76494759909389e-10,8.641622045828124e-10,6.694558282868155e-10,1.4361731118602184e-08,6.717132449850184e+18,9.367511460683066e-10,9.344271193617911e-10,9.436547546415201e-10,6.603062537525335e-10,1.4152242627030692e-08,2.807404916982707e+18,-4.9545268e-10,-4.967482909999999e-10
-7.773981906306403,0.9937911014435626,4.029419408927748,4.523323360074394e-08,2.5386175271802964e-07,9.534150375995058e-10,9.259873084162603e-10,9.287972822507736e-10,6.631026989672822e-10,1.4614929898920727e-08,6.563844557708403e+18,9.376429624343107e-10,9.035394289627795e-10,9.183375083061863e-10,7.18919364530809e-10,1.4396650776155006e-08,2.6982005733083674e+18,-4.8752052e-10,-4.89500995e-10
5.790958553070801,0.9841446046569844,1.5562374592068495,4.6989497499576433e-08,2.5253466539931503e-07,8.586490622067442e-10,9.005955680967707e-10,9.087753045670303e-10,6.232510261258714e-10,1.4377792790013417e-08,6.845445357796769e+18,9.166941550469851e-10,8.982907063709349e-10,8.864246652645611e-10,6.53032174013186e-10,1.4461026365786162e-08,2.6384732414943903e+18,-4.90222705e-10,-4.92356789e-10
